year,scenario,indicator,pitc_reduction_year,test_reduction,mean,upper_CI,lower_CI,future_variability,future_value
1985,baseline,AIDS_Mortality,2025,0,7.982535020273616e-4,8.501648780791864e-4,7.463421259755369e-4,test_reduction_only,0
1985,baseline,AIDSdeathsAdultF,2025,0,1.367995,1.3805397499999998,1.35545025,test_reduction_only,0
1985,baseline,AIDSdeathsAdultM,2025,0,1.324185,1.33599825,1.3123717499999998,test_reduction_only,0
1985,baseline,ARTcoverageAdult,2025,0,0,0,0,test_reduction_only,0
1985,baseline,ARTcoverageDiagF,2025,0,NA,NA,NA,test_reduction_only,0
1985,baseline,ARTcoverageDiagM,2025,0,NA,NA,NA,test_reduction_only,0
1985,baseline,CondomUsage,2025,0,2.9852666637566703,2.9952182007554655,2.9753151267578755,test_reduction_only,0
1985,baseline,FemalesOver15,2025,0,9986110,9986110,9986110,test_reduction_only,0
1985,baseline,FSWCondomUsage,2025,0,14.407277871462451,14.575709590020095,14.238846152904808,test_reduction_only,0
1985,baseline,HIVinc15to49,2025,0,1.550485e-4,1.6760892500000002e-4,1.42488075e-4,test_reduction_only,0
1985,baseline,MalesOver15,2025,0,9540720,9540720,9540720,test_reduction_only,0
1985,baseline,NewAdultHIV,2025,0,2517.43,2724.017,2310.843,test_reduction_only,0
1985,baseline,Prev15to49,2025,0,2.166035e-4,2.32639025e-4,2.00567975e-4,test_reduction_only,0
1985,baseline,SWsexActs,2025,0,40858100,40858100,40858100,test_reduction_only,0
1985,baseline,SWsexActsProt,2025,0,5886540,5955358,5817722,test_reduction_only,0
1985,baseline,TestsPerAdult,2025,0,6.350211478258377e-7,6.799333276317764e-7,5.901089680198988e-7,test_reduction_only,0
1985,baseline,TotalAIDSdeathsadult,2025,0,2.6921799999999996,2.716538,2.6678219999999997,test_reduction_only,0
1985,baseline,TotalHIVtests,2025,0,12.39995,13.2769425,11.5229575,test_reduction_only,0
1985,baseline,TotHIV15,2025,0,3390.675,3641.6887500000003,3139.6612499999997,test_reduction_only,0
1985,baseline,TotProtSexActs,2025,0,8626600,8772624.5,8480575.5,test_reduction_only,0
1985,baseline,TotSexActs,2025,0,288958000,292886250,285029750,test_reduction_only,0
1985,baseline,VLsuppressed15total,2025,0,NA,NA,NA,test_reduction_only,0
1985,baseline,VLunsuppressed15total,2025,0,NA,NA,NA,test_reduction_only,0
1985,intervention,AIDS_Mortality,2025,0,7.982535020273616e-4,8.501648780791864e-4,7.463421259755369e-4,test_reduction_only,0
1985,intervention,AIDSdeathsAdultF,2025,0,1.367995,1.3805397499999998,1.35545025,test_reduction_only,0
1985,intervention,AIDSdeathsAdultM,2025,0,1.324185,1.33599825,1.3123717499999998,test_reduction_only,0
1985,intervention,ARTcoverageAdult,2025,0,0,0,0,test_reduction_only,0
1985,intervention,ARTcoverageDiagF,2025,0,NA,NA,NA,test_reduction_only,0
1985,intervention,ARTcoverageDiagM,2025,0,NA,NA,NA,test_reduction_only,0
1985,intervention,CondomUsage,2025,0,2.9852666637566703,2.9952182007554655,2.9753151267578755,test_reduction_only,0
1985,intervention,FemalesOver15,2025,0,9986110,9986110,9986110,test_reduction_only,0
1985,intervention,FSWCondomUsage,2025,0,14.407277871462451,14.575709590020095,14.238846152904808,test_reduction_only,0
1985,intervention,HIVinc15to49,2025,0,1.550485e-4,1.6760892500000002e-4,1.42488075e-4,test_reduction_only,0
1985,intervention,MalesOver15,2025,0,9540720,9540720,9540720,test_reduction_only,0
1985,intervention,NewAdultHIV,2025,0,2517.43,2724.017,2310.843,test_reduction_only,0
1985,intervention,Prev15to49,2025,0,2.166035e-4,2.32639025e-4,2.00567975e-4,test_reduction_only,0
1985,intervention,SWsexActs,2025,0,40858100,40858100,40858100,test_reduction_only,0
1985,intervention,SWsexActsProt,2025,0,5886540,5955358,5817722,test_reduction_only,0
1985,intervention,TestsPerAdult,2025,0,6.350211478258377e-7,6.799333276317764e-7,5.901089680198988e-7,test_reduction_only,0
1985,intervention,TotalAIDSdeathsadult,2025,0,2.6921799999999996,2.716538,2.6678219999999997,test_reduction_only,0
1985,intervention,TotalHIVtests,2025,0,12.39995,13.2769425,11.5229575,test_reduction_only,0
1985,intervention,TotHIV15,2025,0,3390.675,3641.6887500000003,3139.6612499999997,test_reduction_only,0
1985,intervention,TotProtSexActs,2025,0,8626600,8772624.5,8480575.5,test_reduction_only,0
1985,intervention,TotSexActs,2025,0,288958000,292886250,285029750,test_reduction_only,0
1985,intervention,VLsuppressed15total,2025,0,NA,NA,NA,test_reduction_only,0
1985,intervention,VLunsuppressed15total,2025,0,NA,NA,NA,test_reduction_only,0
1986,baseline,AIDS_Mortality,2025,0,0.004132778432909495,0.0044155931214069875,0.003849963744412002,test_reduction_only,0
1986,baseline,AIDSdeathsAdultF,2025,0,11.7818,11.88611,11.67749,test_reduction_only,0
