year,scenario,indicator,pitc_reduction_year,test_reduction,mean,upper_CI,lower_CI
2020,baseline,AdultARTinterrupters,2025,100,1162849,1211151.75,1078954
2020,baseline,AdultInterruptPropn,2025,100,0.1532393,0.1572315,0.1454007
2020,baseline,AIDSdeathsAdultF,2025,100,23066.3,24463.5,21359.335
2020,baseline,AIDSdeathsAdultM,2025,100,28165.37,30387.472500000003,25995.61
2020,baseline,art_interrupt_rate,2025,100,0.22004240988539836,0.23078088619263157,0.20141929512853854
2020,baseline,ARTcoverageAdult,2025,100,0.6969546,0.721908,0.6813024750000001
2020,baseline,CondomUsage,2025,100,31.69947652705125,33.6414418276827,30.558265483559378
2020,baseline,FSWCondomUsage,2025,100,82.01088743519044,84.08194057885427,80.63774063968411
2020,baseline,HIVinc15to49,2025,100,0.006914604,0.0073211314999999996,0.0064135745
2020,baseline,NewAdultHIV,2025,100,202008.7,215036.95,188049.275
2020,baseline,SWsexActs,2025,100,105717500,106332800,104905325
2020,baseline,SWsexActsProt,2025,100,86698480,89075640,85603405
2020,baseline,TotalAIDSdeathsadult,2025,100,51231.67,54498.972499999996,47493.365
2020,baseline,TotalART15,2025,100,5286145,5356834.5,5248066.5
2020,baseline,TotalART15F,2025,100,3667767,3724711.25,3645472.5
2020,baseline,TotalART15M,2025,100,1618378,1640614.75,1602522
2020,baseline,TotalHIVtests,2025,100,13700640,13732980,13672870
2020,baseline,TotProtSexActs,2025,100,177214600,187192925,169678000
2020,baseline,TotSexActs,2025,100,559073300,569017600,552940700
2020,intervention,AdultARTinterrupters,2025,100,1162849,1211151.75,1078954
2020,intervention,AdultInterruptPropn,2025,100,0.1532393,0.1572315,0.1454007
2020,intervention,AIDSdeathsAdultF,2025,100,23066.3,24463.5,21359.335
2020,intervention,AIDSdeathsAdultM,2025,100,28165.37,30387.472500000003,25995.61
2020,intervention,art_interrupt_rate,2025,100,0.22004240988539836,0.23078088619263157,0.20141929512853854
2020,intervention,ARTcoverageAdult,2025,100,0.6969546,0.721908,0.6813024750000001
2020,intervention,CondomUsage,2025,100,31.69947652705125,33.6414418276827,30.558265483559378
2020,intervention,FSWCondomUsage,2025,100,82.01088743519044,84.08194057885427,80.63774063968411
2020,intervention,HIVinc15to49,2025,100,0.006914604,0.0073211314999999996,0.0064135745
2020,intervention,NewAdultHIV,2025,100,202008.7,215036.95,188049.275
2020,intervention,SWsexActs,2025,100,105717500,106332800,104905325
2020,intervention,SWsexActsProt,2025,100,86698480,89075640,85603405
2020,intervention,TotalAIDSdeathsadult,2025,100,51231.67,54498.972499999996,47493.365
2020,intervention,TotalART15,2025,100,5286145,5356834.5,5248066.5
2020,intervention,TotalART15F,2025,100,3667767,3724711.25,3645472.5
2020,intervention,TotalART15M,2025,100,1618378,1640614.75,1602522
2020,intervention,TotalHIVtests,2025,100,13700640,13732980,13672870
